glottocode,LANGUAGE,FAMILY,MARKER,GLOSS,STATUS,AFFIXED_TO,NEG_SCOPING_OVER,AFFIX_SCOPING_OVER_NEG,EXAMPLE,GLOSS,TRANSLATION,COMMENT,REFERENCE,TYPE_OF_REFERENCE,PAGE,PAGE_EXTRA,,,
arao1248,Araona,Pano-Tacanan,-pi...ma,NEG,circumfix,,,ITER,Pi-a-ibo-ma-isha,NEG1-make-PFV.N.VIS.N.VIS-NEG2-ITERAT,(We) do not do it any longer,Author calls it “circumclitics”,Emkow (2006),Thesis,480,,,,
arao1248,Araona,Pano-Tacanan,-pi...ma,NEG,circumfix,,CAUS,,tehe pi-soso-a-ma ake!,field NEG1-burn-CAUS-NEG2 AUX.TR-IMP,Don’t burn the field!,Author calls it “circumclitics”,Emkow (2006),Thesis,430,,,,
arao1248,Araona,Pano-Tacanan,-mawe,NEG,enclitic,,DES,,Ai-di-hae-mawe,Thing-eat-DES-NEG2,,Only with desiderative modal,Emkow (2006),Thesis,,,,,
arao1248,Araona,Pano-Tacanan,-mae ,NEG,suffix,,DES ,,Bāle aiyaha atsāwa-hae-mae,but someone.ERG help-DESID-NEG,but nobody wanted to help,,Emkow (2006),Thesis,278,,,,
arao1248,Araona,Pano-Tacanan,-pi...ma,NEG,circumfix,,DIR,,Pi-noa-ti-ma po-a,NEG1-return-DIR-NEG2 AUX-INTR-PAST.REC,(She/He) did not return (from the field),Author calls it “circumclitics”,Emkow (2006),Thesis,446,,,,
arao1248,Araona,Pano-Tacanan,-pi...ma,NEG,circumfix,,MID (Middle),,Pi-ani-hai-tana-ma-tsio watsi potsōtso,NEG1-sit-well-MIDDLE-NEG2-when foot fall.asleep,"When you do not sit well, your feet fall asleep",Author calls it “circumclitics”,Emkow (2006),Thesis,523,,,,
arao1248,Araona,Pano-Tacanan,-pi...ma,NEG,circumfix,,PFV,,hoda pi-papa-ibo-ma,3SG.ABS NEG1-burry-PFV.N.VIS-NEG2,(We) did not bury him (He was buried in Cochabamba),Author calls it “circumclitics”,Emkow (2006),Thesis,447,,,,
arao1248,Araona,Pano-Tacanan,-pi...ma,NEG,circumfix,,REFL,,...motoa-a e-nā-o pi-po-ti-ma,Caiman-ERG RL-water-LOC NEG1-po-REFL-NEG2 ,,Author calls it “circumclitics”,Emkow (2006),Thesis,171,,,,
arao1248,Araona,Pano-Tacanan,-pi...mawe,NEG,circumfix,,,,Pi-kwainya-mawe,NEG1-arrive-NEG,(She/He) has not arrived yet,meaning “not yet”,Emkow (2006),Thesis,445,,,,
esee1248,Ese Ejja,Pano-Tacanan,-xima,RES.NEG,suffix,,,ITER,"Pwaya ena dojo-majamaja-xima a-ka-ani, ",3ERG water take-ITER-RES.NEG do-3A-PRS,They do not take water every day,,Vuillermet (2012),Grammar,478,,,,
esee1248,Ese Ejja,Pano-Tacanan,-xima,RES.NEG,suffix,,,PERSON,"Eseja=ya xa-ba-ki-xima=se Ese Ejja=kwana pya, pya a-sawa-xi",1INCL.GEN=FOC MID-see-MID-RES.NEG=1INCL.ABS Ese Ejja=PL other other do-SOC-PURP,(Because) we Ese Ejja do not know yet to help other Ese Ejja (to do things),person clitic + absolutive case,Vuillermet (2012),Grammar,508,,,,
esee1248,Ese Ejja,Pano-Tacanan,a'a,NEG.IMP,particle,,,PERSON,A’a=mo kwya-xi!,IMP.NEG=1SG:ABS hit-IMP.NEG,Don’t hit me!,person clitic + absolutive case,Vuillermet (2012),Grammar,471,,,,
esee1248,Ese Ejja,Pano-Tacanan,-xi ,NEG.IMP,suffix,,CAUS,,A’a e-sho’i=kyana dobi-mee-xi!,IMP.NEG NPF-child=PL go.in-CAUS-IMP.NEG,Don’t let the children in! ,Imperative suffix,Vuillermet (2012),Grammar,470,,,,
esee1248,Ese Ejja,Pano-Tacanan,-'axa,NEG,suffix,,CAUS,,Kya-kawi-wiso=jo jama=tii akyana=kwana ani-mee-ka-poki-’axa,APF-night-many=LOC so=INTS thing=PL sit-CAUS-EXT.OBL-CONT.INTR-NEG,It is not possible to/one should not leave things like that for many days (lit. Many nights),EXT.OBL = external obligation ,Vuillermet (2012),Grammar,465,,,,
esee1248,Ese Ejja,Pano-Tacanan,-xima,RES.NEG,suffix,,DEPR,,Bishe dawa-pexa-jya-xima(…),canoe grill-hollow-DEPR-RES.NEG,(we did not come by water because) the canoe is not dug yet (lit.it is not grilled-hollow yet),resultative negator // DEPR=Depresiative,Vuillermet (2012),Grammar,407,,,,
esee1248,Ese Ejja,Pano-Tacanan,-'axa,NEG.IMP,suffix,,DEPR,,"Jama=ya e-wanase: a-ka-xi jama ba-maxe=ya, jama=tii kwya-jya-ka-’axa",so=FOC NPF-woman do-EXT.OBL-EXT.OBL so see-TMP.SS=FOC so=INTS hit-DEPR-EXT.OBL-NEG,"So (are) women. One has to act this way (i.e. hit them) when one sees them (with someone else), one should not hit them just like that (for no reason)",DEPR = Depresiative,Vuillermet (2012),Grammar,465,,,,
esee1248,Ese Ejja,Pano-Tacanan,-xi,RES.NEG,suffix,,go.to(.do),,"A’a akwi-kwi-jeyo=jo sowa-ki-xi, ‘oke-je!",IMP.NEG tree-plant-slippery=LOC go.up-go.to.do-IMP.NEG go.down-FUT,"Don’t go up on (this) splippery plant, you will fall down.",,Vuillermet (2012),Grammar,470,,,,
esee1248,Ese Ejja,Pano-Tacanan,-xima,RES.NEG,suffix,,MID (Middle),,"Eseja=ya xa-ba-ki-xima=se Ese Ejja=kwana pya, pya a-sawa-xi",1INCL.GEN=FOC MID-see-MID-RES.NEG=1INCL.ABS Ese Ejja=PL other other do-SOC-PURP,(Because) we Ese Ejja do not know yet to help other Ese Ejja (to do things),,Vuillermet (2012),Grammar,508,523,,,
esee1248,Ese Ejja,Pano-Tacanan,-xima,RES.NEG,suffix,,TEL,,Ekweya daki kya-chwe joka-’yo-xima,1SG.ERG clothes APF-wet dry-TEL-RES.NEG,"My clothes are (still) wet, not completely dry",,Vuillermet (2012),Grammar,571,,,,
bara1380,Barasano,Tucanoan,beti,NEG,suffix,,,COND,Yʉ-re ĩ ĩsi tʉo-beti-habã ĩ-re ẽ-ba-rʉʉkʉ-ha yʉ,1S-O 3ms give return.CAUS-NEG-COND 3ms-O take.from-DESIDms-3 1S,"If he doesn’t return that to me, I will take it from him",,Jones & Jones (1991),Book,126,,,,
bara1380,Barasano,Tucanoan,beti,NEG,suffix,,,IMP ,Yi-be-sa bʉ,Do-NEG-IMP-PROX 2s,Don’t do that!,,Jones & Jones (1991),Book,126,,,,
bara1380,Barasano,Tucanoan,beti,NEG,suffix,,,PERSON,wai bʉha-beti-ka-hʉ yʉa,fish find-NEG-far.past-3 1x,We didn’t find any fish,,Jones & Jones (1991),Book,125,,,,
bara1380,Barasano,Tucanoan,beti,NEG,suffix,,,PST,wai bʉha-beti-ka-hʉ yʉa,fish find-NEG-far.past-3 1x,We didn’t find any fish,,Jones & Jones (1991),Book,125,,,,
cara1272,Carapana,Tucanoan,-eti,NEG,suffix,v,,PERSON,Pa-eti-ya,Work-NEG-PRES.1,I do not work (orig: Yo no trabajo),all tense but PST and PROB.PRES,Metzger (1981) ,Grammar,63,,,,
desa1247,Desano,Tucanoan,bidi,NEG,suffix,,,EMPH,~ʉta-bu-ge-de wa-bidi-ta gʉya-~adi-ka,Stone-CLS:concave-LOC-REF go-NEG-EMPH be.dangerous-be-EVID:REAS,"Do not go by the rapids, it’s dangerous",,Silva (2012),Grammar,160,,,,
desa1247,Desano,Tucanoan,bidi,NEG,suffix,,,EVD,~bʉʉ pobe-bidi-ka,2SG be.fast-NEG-EVID:REAS,You are not fast,,Silva (2012),Grammar,97,,,,
desa1247,Desano,Tucanoan,be ,NEG,suffix,,,PERSON,ʉba-be-go,be.tall-NEG-3SG:FEM,She isn’t tall,,Silva (2012),Grammar,76,,,,
desa1247,Desano,Tucanoan,bidi,NEG,suffix,,,PERSON,Bʉku-bidi-go,be.happy-NEG-3SG:FEM,She is not happy,,Silva (2012),Grammar,76,,,,
desa1247,Desano,Tucanoan,be ,NEG,suffix,,,PRF,Yʉʉ ~bʉ’ʉ-de dode-be-a ~a’di-~yu-~bi,1SG 2SG-REF command-NEG-PERF say-EVID:QUOT/FOLK-3SG:M.IMPERF,"I don’t command you, he said",,Silva (2012),Grammar,81,,,,
desa1247,Desano,Tucanoan,bidi,NEG,suffix,,PRF,,~de ~oe-a-bidi-pʉ,NEG be.tired-PERF-NEG-3SG.M.PERF,(the tuiuiu bird flew) without tiring,,Silva (2012),Grammar,101,,,,
akun1241,Akuntsu,Tupian,nõm,NEG,particle,,PERSON (PREFIX),,nom i=at=om,no 3s=get=NEG,(you) don’t get it,,Aragon (2014),Grammar,233,298,,,
para1311,Guaraní,Tupian,nd...i,NEG,circumfix,,,already,Nd-a-japo-mo’ã-ve-i-ma pe-icha a-ñe-ñandu-vai=yre a-japo jave hína,NEG-1SG.act-make-NEG.FUT-more-NEG-already MED.SG-as 1SG-act-AGD-feel-bad=without 1SG.act-make while PROG,I will not do it like that anymore...without feeling bad while I do it,,Estigarribia (2020),Grammar,160,,,,
para1311,Guaraní,Tupian,nd...i,NEG,circumfix,,,EMPH,nd-a-jerovia-i=voi hese,NEG-1SG.act-believe-NEG=EMPH at.him/her,I do not believe him/her,,Estigarribia (2020),Grammar,159,,,,
para1311,Guaraní,Tupian,ani,NEG,particle,,,NEG.FUT,Ani-mo’ã-ke-na avave o-h-ekýi ndehegui ne-ñe’ĕ ,NEG-NEG.FUT-FORCE-REQ nobody 3.act-POSS3-take.away from.you.SG 2SG.inact-language,That/Let nobody ever take you language from you!,,Estigarribia (2020),Grammar,109,175,,,
para1311,Guaraní,Tupian,nd...i,NEG,circumfix,,,NMLZ,O-je-h-echa pe-va nda-ikatu-mo’ã-i-ha ,3.act-AGD-POSSM3-see MED.SG-ADJZ NEG-be.able-NEG.FUT-NEG-NMLZ,One can see that that is not possible,,Estigarribia (2020),Grammar,116,,,,
para1311,Guaraní,Tupian,nd...i,NEG,circumfix,,,PST,N-a-imo’ã-i-va’ekue re-juhu otro che-r-ekovia-rã ,NEG-1SG.act-think-NEG-PAST 2SG-act-find another 1SG.inact-POSSM-replacement-DEST,I didn’t think you would find another to replace me,,Estigarribia (2020),Grammar,162,,,,
para1311,Guaraní,Tupian,nd...i,NEG,circumfix,,CAUS,,che=rehe ne-re-ñe-mbo-h-ory-mo’ã-i,1SG.inact=at NEG-2SG.act-AGD-MAKE1-POSSM3-joy-NEG.FUT-NEG,You will not make fun of me,,Estigarribia (2020),Grammar,143,179,,,
para1311,Guaraní,Tupian,mo’ã,NEG,suffix,,NEG,,Ani-mo’ã-ke-na avave o-h-ekýi ndehegui ne-ñe’ĕ ,NEG-NEG.FUT-FORCE-REQ nobody 3.act-POSS3-take.away from.you.SG 2SG.inact-language,That/Let nobody ever take you language from you!,,Estigarribia (2020),Grammar,109,156,,,
para1311,Guaraní,Tupian,nd...i,NEG,circumfix,,NEG.FUT ,,Ha’e nd-o-iko-mo’ã-i-ha ,I.say NEG-3.ACT-be-NEG.FUT-NEG-NMLZ,I say that there will not be (one),,Estigarribia (2020),Grammar,71,115,,,
para1311,Guaraní,Tupian,nd...i,NEG,circumfix,,PERSON,,Nd-a-guata-se-ve-i,NEG-1SG.ACT-walk-want-more-NEG,I do not want to walk more,Active and Inactive Person,Estigarribia (2020),Grammar,37,116,,,
para1311,Guaraní,Tupian,-tei,NEG,suffix,,PERSON (IMP),,Ani ere-tei nd-a-reko-pa-i=ko hína,NEG-IMP IMP.2SG.act.say-NEG.IMP NEG-1SG.act-have-all=VERD PROG,Don’t say (that)…. I don’t have everything,Imperative suffix,Estigarribia (2020),Grammar,176,,,,
para1311,Guaraní,Tupian,ani,NEG,particle,,,,Ani e-japo pe-va,NEG.IMP IMP-make MED-SG-ADJZ,Don’t do that!,Imperative negative word,Estigarribia (2020),Grammar,75,,,,
coca1260,Kukama-Kukamilla,Tupian,tɨma,NEG,particle,,,FOC,tɨma=pura=ai na utsu ajan ɨpatsu=kuara,NEG=FOC=already 2SG go this lake=INE,You will never go to this lake,negative particle. Negates the whole clause or predicate,Vallejos (2016) ,Grammar,313,424-578,,,
coca1260,Kukama-Kukamilla,Tupian,ni(=),NEG,particle,,,FOC,aipuka ni=pura ɨwatsu emete,currently NEG=FOC paiche exist,"Nowadays, no paiche (type of fish) exists",,Vallejos (2016) ,Grammar,349,,,,
coca1260,Kukama-Kukamilla,Tupian,ni(=),NEG,particle,,,FUT ,tɨma t=ikua-ta ni=awa=utsu,NEG 1SG.MS=know-CAU NEG=person=FUT1,I won’t tell anyone,,Vallejos (2016) ,Grammar,101,427,,,
coca1260,Kukama-Kukamilla,Tupian,tɨma,NEG,particle,,,MODAL,tɨma=rai emete ɨkɨ,NEG=SPE exist chili ,There wouldn’t be any chili [Indirect request: ‘Maybe you have some chili’],SPE= Speculative modality,Vallejos (2016) ,Grammar,350,422,,,
coca1260,Kukama-Kukamilla,Tupian,tɨma,NEG,particle,,,MODAL,tɨma=tika ini waina=pura cada yatsɨ ini tsuwɨ=pura ini itika,NEG=CER2 1PL.IN woman=FOC each moon 1PL.IN blood=FOC 1PL.IN throw,"Isn’t it true we, women, each month we throw our blood?",CER2= Certainty modality,Vallejos (2016) ,Grammar,405,406,,,
coca1260,Kukama-Kukamilla,Tupian,ni(=),NEG,particle,,,MODAL,ni=rai r=yakuarara ikian ra pe=tsuriai ,NEG=SPE 2SG.MS=remember this 3SG.MS way=PAS3,It seems he didn´t remember his way,SPE= Speculative modality,Vallejos (2016) ,Grammar,407,,,,
coca1260,Kukama-Kukamilla,Tupian,ni(=),NEG,particle,,,MODAL,na etse=taka ni=ukirɨ=mia tapɨa uka=kuara,like.this 1SG.FS=UNC NEG=sleep=HYP indian house=INE,"So, maybe I wouldn’t be able to sleep in an Indian’s house",HYP= Hypothetical modality (after stem),Vallejos (2016) ,Grammar,422,,,,
coca1260,Kukama-Kukamilla,Tupian,ni(=),NEG,particle,,,OBJ,ni=ra=purara=tana,NEG=3SG.MS=find=1PL.IN ,He doesn’t find us ,,Vallejos (2016) ,Grammar,62,,,,
coca1260,Kukama-Kukamilla,Tupian,ni(=),NEG,particle,,,PERSON,ni=ra=purara=tana,NEG=3SG.MS=find=1PL.IN ,He doesn’t find us ,proclitic? To negate specific arguments,Vallejos (2016) ,Grammar,62,155-214-382,,,
tapi1253,Tapiete,Tupian,ä,NEG,suffix,,,FUT ,mba’e a-yapo-ä-po,thing 1SG.ACC-do-NEG-FUT,I won’t do anything,,Gonzáles (2005),Grammar,191,,,,
tapi1253,Tapiete,Tupian,ä,NEG,suffix,,,PL,Ma’entɨ-we-a-ma-reta kwa-we-a-ma ha’e wóka-re sanya’ɨ-re,Sow-NOM-NEG-RES-PL know-NOM-NEG-RES 3.sg DEM-PL child-PL,"They don’t sow any more, now the children don’t know about those things",,Gonzáles (2005),Grammar,125,,,,
tapi1253,Tapiete,Tupian,ä,NEG,suffix,,,RES,Ma’entɨ-we-a-ma-reta kwa-we-a-ma ha’e wóka-re sanya’ɨ-re,Sow-NOM-NEG-RES-PL know-NOM-NEG-RES 3.sg DEM-PL child-PL,"They don’t sow any more, now the children don’t know about those things",RESULTATIVE ,Gonzáles (2005),Grammar,125,,,,
tapi1253,Tapiete,Tupian,ä,NEG,suffix,,IMP,,Mbɨ-sɨpe-ha-ä-ma,CAUS1-win-IMPER-NEG-RES,They haven’t won (to she/he) [no le han ganado],,Gonzáles (2005),Grammar,192,,,,
tapi1253,Tapiete,Tupian,ä,NEG,suffix,,NMLZ,,hama sanya’ɨ-re ä o-ho-wa-ré ñani-ñe’ë hä’ä-vea-rä,then child-PL now 3.ACC-go-NOM-PL our-language speak-NMLZ-NEG-SUB,"Then, today’s youngsters do not speak our language anymore",Might be a mistake in the glossa,Gonzáles (2005),Grammar,230,,,,
tapi1253,Tapiete,Tupian,ä,NEG,suffix,,NMLZ,,Ma’entɨ-we-a-ma-reta kwa-we-a-ma ha’e wóka-re sanya’ɨ-re,Sow-NOM-NEG-RES-PL know-NOM-NEG-RES 3.sg DEM-PL child-PL,"They don’t sow any more, now the children don’t know about those things",,Gonzáles (2005),Grammar,125,,,,
hual1241,Quechua (Huallaga),Quechuan,mana,NEG,particle,,,,mana rura-shka-:-chu,NEG do-PERF-1-NEG,I did not do it ,"mana may be omitted. However, in almost all cases it is present (when a main clause is negated)",Weber (1996),Grammar,335,,,,
hual1241,Quechua (Huallaga),Quechuan,-chu,NEG,suffix,,PERF,,mana rura-shka-:-chu,NEG do-PERF-1-NEG,I did not do it ,,Weber (1996),Grammar,335,,,,
hual1241,Quechua (Huallaga),Quechuan,-chu,NEG,suffix,,PERSON,,maya-shka-:-chu,sense-PERF-1-NEG,I didn’t hear it ,,Weber (1996),Grammar,335,,,,
hual1241,Quechua (Huallaga),Quechuan,-chu,NEG,suffix,,IMP,,ama upa ka-y-chu qam!,NEG fool be-2IMP-NEG you,Don’t be a fool!,,Weber (1996),Grammar,337,,,,
hual1241,Quechua (Huallaga),Quechuan,ama,NEG.IMP,particle,,,,ama upa ka-y-chu qam!,NEG fool be-2IMP-NEG you,Don’t be a fool!,,Weber (1996),Grammar,337,,,,
para1316,Paraujano (Añun),Arawakan,-pe,NEG,suffix,,PROSPEC.,,wa-yaapaa-ía-chi-pe,1PL-wait.for-PROSPECTIVE-M-NEG,We are not going to wait for him,Añun is the sole arawak language in which negation is expressed solely by a suffix. Example from Patte 1989,Michael (2014),Book,255,,,,
para1316,Paraujano (Añun),Arawakan,-pe,NEG,suffix,,DES,,a-una-ee ta-ein Marükai-mi a-ka a-una-ee-pe nü-ein te-imüchi,0-go-DES 1S-soul Maracaibo-towards 0-with 0-go-DES-NEG 3S-soul 1S-husband,"I want to go to Maracaibo, but my husband does not want to go (original: Yo quiero ir a Maracaibo pero mi esposo no quiere ir)",,Álvarez (2009),article,148,,,,
acha1250,Achagua,Arawakan,o-,NEG.IMP,preffix,,PERSON,,o-hi-íinu,IMP.NEG-2SG-come,Don’t come! (original: No vengas),,Wilson & Levinsohn (1992),Grammar Sketch,32,,,,
acha1250,Achagua,Arawakan,ho-,NEG,preffix,,,,nuyá hó-ka-i méda nu-núma yúuwika-u ,1SG NEG-AFIR-SG.MAS do 1SG-mouth fat-PS,I dont lie (original: no miento (lit. no me hago grasa la boca)),,Wilson & Levinsohn (1992),Grammar Sketch,8,,,,
yucu1253,Yucuna,Arawakan,unka,NEG,particle,,,,unka pi=amá-la-je o’wé,NEG 2SG=see-V.NEG-FUT brother,You will not see (my) brother,,Lemus Serrano (2020),Thesis,13,,,,
yucu1253,Yucuna,Arawakan,-la,NEG,suffix,,,FUT,unka pi=amá-la-je o’wé,NEG 2SG=see-V.NEG-FUT brother,You will not see (my) brother,,Lemus Serrano (2020),Thesis,13,,,,
yucu1253,Yucuna,Arawakan,-la,NEG,suffix,,,PST,unká ná ja’-lá-cha=o=nó ri=chú=ẽ́jẽ́,NEG INDF fall.V.NEG-PST=MID=HAB 3SG.NF=in=towards,Nothing fell into it (lit. A thing did not fall into it),,Lemus Serrano (2020),Thesis,31,,,,
yucu1253,Yucuna,Arawakan,-la,NEG,suffix,,,MID,unká ná ja’-lá-cha=o=nó ri=chú=ẽ́jẽ́,NEG INDF fall.V.NEG-PST=MID=HAB 3SG.NF=in=towards,Nothing fell into it (lit. A thing did not fall into it),,Lemus Serrano (2020),Thesis,31,,,,
yucu1253,Yucuna,Arawakan,-la,NEG,suffix,,,HAB,unká ná ja’-lá-cha=o=nó ri=chú=ẽ́jẽ́,NEG INDF fall.V.NEG-PST=MID=HAB 3SG.NF=in=towards,Nothing fell into it (lit. A thing did not fall into it),,Lemus Serrano (2020),Thesis,31,,,,
yucu1253,Yucuna,Arawakan,unka,NEG,particle,,,,unká na=amá-khe kéelé kájé itewí ri=wakajé,NEG 3PL=see-FAR.PST MED type palm_sp 3SG.NF=time,In that time they didn’t used to see that type of chontaduro palm,,Lemus Serrano (2020),Thesis,87,,,,
paum1247,Paumarí,Arauan,ni-,NEG,proclitic,,PERSON,,ni-o-noki-ki ida hado o-sa-hi hi-ni,NEG-1SG-see-NONTHEME DEM.F knife away-take-NOMLZR AUX-DEP:INTRANS,I did not see the knife being taken away,,Chapman & Derbyshire (1991),Chapter,181,,,,
paum1247,Paumarí,Arauan,-ri,NEG,suffix,,,,i-namonaha-ra-vini hi-ja,2SG-CAUS:make-NEG-DEP:TRANS AUX-IMMED,"She hindered you, thus you got nothing done",,Chapman & Derbyshire (1991),Chapter,193,,,,
paum1247,Paumarí,Arauan,-ri,NEG,suffix,,MOT,,niha i-ni-mani-ja i-o-kha-ri-ki ,why 2SG-AUX-1-IMMED 2SG-away-MOT-NEG-NONTHEME,Why is it you are not going?,,Chapman & Derbyshire (1991),Chapter,214,,,,
paum1247,Paumarí,Arauan,-ri,NEG,suffix,,,NONTHEME,niha i-ni-mani-ja i-o-kha-ri-ki ,why 2SG-AUX-1-IMMED 2SG-away-MOT-NEG-NONTHEME,Why is it you are not going?,,Chapman & Derbyshire (1991),Chapter,214,,,,
paum1247,Paumarí,Arauan,hari’a,NEG.IMP,particle,,,,hari’a bana ho-ra ∅-na-namitha-∅,NEG.IMP warning me-OBJ 2SG-CAUS-tell-IMP,Don’t tell me,,Chapman & Derbyshire (1991),Chapter,218,,,,
paum1247,Paumarí,Arauan,-ri,NEG,suffix,,,THEME,i-o-kha-ri-hi  ni-o-o-kha-ki ,2SG-away-MOT-NEG-THEME NEG-1SG-away-MOT-NONTHEME,"If you don’t go, I won’t go",,Chapman & Derbyshire (1991),Chapter,221,,,,
paum1247,Paumarí,Arauan,-ri,NEG,suffix,,,IMMED,o-ka-oho-ri-ja vaha,1SG-VBLZR-NEG-IMMED CONTRAFACT 1SG-bathe-distance-THEME,"If I didn’t have a cold, I would go to bathe",,Chapman & Derbyshire (1991),Chapter,221,,,,
colo1256,Tsafiki,Barbacoan,-tu,NEG,suffix,,,DS,terminadori na-ka bala ika-tu-sa lata-chi pore-ke-e,terminator child-ACC bullet crash-NEG-DS shield-INSTR cut-do-DCL,The terminator used a shield to prevent the bullet from hitting the child,DS=Different Subject,Dickinson (2002) ,article,34,,,,
boro1282,Bororo,Bororoan,-ka,NEG,suffix,,,neutral,e-mearɨdae-re “Boe et-aregodɨ-ka-re”,3PL-think-NEUTRAL people 3PL-arrive-NEG-NEUTRAL,They thought: “people didn’t come”,,Crowell (1979),Grammar,34,,,,
boro1282,Bororo,Bororoan,-ka,NEG,suffix,,HYPOTHETICAL,,I-re aredɨ biie “u-tu-mëdɨ-ka-re”,1SG-NEUTRAL woman advise 3SG-go-HYPOTHETICAL-NEG-NEUTRAL,"I advised the woman, “He should not go”",,Crowell (1979),Grammar,36,,,,
boro1282,Bororo,Bororoan,-ka,NEG,,,,,A-ka-ba karo bow?je!,2SG-NEG-IMP fish cut,Don’t cut the fish!,,Crowell (1979),Grammar,64,,,,
boro1282,Bororo,Bororoan,-ka,NEG,suffix,,,IMP,A-tu-ka-ba,2SG-go-NEG-IMP,Don’t go,,Crowell (1979),Grammar,72,,,,
boro1282,Bororo,Bororoan,-ka,NEG,suffix,,,yet,e-wogu-ka-re raga,3pl-fish-NEG-neutral yet,They have not fished yet ,,Crowell (1979),Grammar,135,,,,
gali1262,Galibi Carib,Cariban,-'pa,NEG,suffix,,,,i-upu-’po i-mynta-’pa man,3-head-POSSuc 3ml-bleed-NEG 3_is,His head didn’t bleed,,Courtz (2008),Grammar,157,,,,
chib1270,Chibcha (Muisca),Chibchan,-za,NEG,suffix,,PRES,,ie ma-bsoskua-za,food INDEF-ERG-eat-PRES-NEG,(s/he) does not eat anything (original: no como nada),,Quesada Pacheco (2012),Grammar Sketch,22,,,,
kadi1248,Kadiwéu,Guaicuruan,aG-,NEG,proclitic,,PERSON,,Pedro aG=y-ema:n: me y-d:-awi:,pedro NEG=3sg.SUBJ-want COMP 3SG.SUBJ-THEME-hunt,Peter does not want to hunt,,Sandalo (2005),Grammar,46,,,,
kadi1248,Kadiwéu,Guaicuruan,nG-,NEG.IMP,proclitic,,PERSON,,nG=a-alokon-d-i,NEG.IMP=2sh.SUBJ-run-ATEL-PL,Don’t run!,,Sandalo (2005),Grammar,47,,,,
kadi1248,Kadiwéu,Guaicuruan,nG-,NEG.IMP,proclitic,,COND,,aG=ej-go j-awi: nG=dGa=j-aqad i-atope-nig:i,NEG=1SG.AUX-go 1SG.SUBJ-hunt NEG=COND=1SG.SUBJ-find 1POSS-gun-m.dim,I don’t hunt if I don’t find my gun,Both aG= and nG= must be used to negate a conditional clause and a main clause,Sandalo (2005),Grammar,47,,,,
daww1239,Dâw,Naduhup,-ɛ̃h,NEG,suffix,,,,cɤ́k-ɛ̃h,steal-NEG,Don’t steal!,,Martins (2004),Grammar,76,,,,
guah1255,Sikuani (Guahib),Guahiboan,apo-,NEG,prefix,,,,apo-yawahibi-mü,NEG-dance-actantI,You don’t dance (origina: tu ne danses pas),actantI 2° ,Queixalós (1998),Grammar,13,,,,
nade1244,Nadëb,Naduhup,dooh,NEG,particle,,,,dooh kalapéé a-ód bʉ́,NEG child FORM-cry+Non.IND ABL,The child isn’t crying,,Weir (1994),Chapter,295,,,,
nade1244,Nadëb,Naduhup,na-,NEG,prefix,,,,na-ód kalapéé,NEG-cry:Non.IND child,The child isn’t crying (lit: The child is a non-crier),,Weir (1994),Chapter,296,,,,
nade1244,Nadëb,Naduhup,na-,NEG,prefix,,DAT,,kalapé ma na-hi-lxood ɨɨh,children BEN NEG-DAT+ASP-speak+Non.IND,I don’t tell children (Lit. I am a non-children-teller),,Weir (1994),Chapter,297,,,,
nade1244,Nadëb,Naduhup,manɨh,NEG (IMP),particle,,,,mi-ʉg manɨh,2sg+ASP-drink+Non.IND NEG,Don’t drink (it)!,True Negative Imperative,Weir (1994),Chapter,305,,,,
nade1244,Nadëb,Naduhup,na-,NEG,prefix,,,CAUS,na ma-ni-hoob a txaah,PERM CAUS-NEG+ASP-take.a.bath+EXT+NON.IND 2SG+POSS son,Let your son not take a bath,,Weir (1994),Chapter,306,,,,
nade1244,Nadëb,Naduhup,na-,NEG,prefix,,,PERSON,hapaleeh ta-na-da-yʉb,PERF 3SG-NEG-THEME-die+NON.IND,May he not die!,,Weir (1994),Chapter,306,,,,
nade1244,Nadëb,Naduhup,na-,NEG,prefix,,THEME,,hapaleeh ta-na-da-yʉb,PERF 3SG-NEG-THEME-die+NON.IND,May he not die!,,Weir (1994),Chapter,306,,,,
yagu1244,Yagua,Peba-Yagua,néé,NEG,particle,,,,néé sa-vicha jiy-ra rooriy-mu,NEG 3SG-be DEM-CL:NEUT house-LOC,She/He doesn’t live in this house,,Payne (1985),Thesis,59,,,,
yagu1244,Yagua,Peba-Yagua,-ta,NEG,suffix,,,,ray-dííy-ta sa-íva,1SG-see-NEG 3SG-DAT,I haven’t seen him/her,Older strategy,Payne (1985),Thesis,88,,,,
yagu1244,Yagua,Peba-Yagua,-ta,NEG,suffix,,NMLZR:INST,,tama tįį jaachiy-tąą-ta ray-niy junúúy-rà jiy-ruvéé,never anyone spear(V)-NMLZ:INST-NEG 1SG-MALF see-INAN 2SG-spear,Never have I seen anyone speared with your spear,,Payne (1985),Thesis,315,,,,
jara1276,Madi (Jarawara),Arahuan,-ra,NEG,suffix,,,EVID,mee jowiri ni o-mita-ra-hani o-ke,3nsg sing AUX+COMPL.CL 1SG.A-hear-NEG-IPN.F 1SG-DECL.F,"I didn?t hear their jowiri-style singing (in the night, when I was asleep)",IPN-F = Immediate past non-eyewitsee feminine,,,,,,,
tune1260,Central Tunebo,Chibchan,-tí,NEG,suffix,,,PST,As abrá Bokutra bi-tí-bi-ro,my mother bogotá go-NEG-PST-3,My mother did not go to Bogot?,,van der Auwera & Krasnoukhova (),article,6,,,,
